DATABASE_ID,GENERIC_NAME,SMILES,CID
LMWDB000982,"(2R,6S)-2,6-diaminoheptanedioic acid",C(CC(C(=O)O)N)CC(C(=O)O)N,99290
LMWDB000983,DIOSGENIN,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1,99474
LMWDB000984,"[5,10-dihydroxy-7-methoxy-2-methyl-6-(3-methylbut-1-enyl)-4-oxo-1,3-dihydroanthracen-2-yl] acetate",CC(C)C=CC1=C(C2=C(C3=C(CC(CC3=O)(C)OC(=O)C)C=C2C=C1OC)O)O,100140
LMWDB000985,SCHEMBL16226550,CC1=CC(=O)C2=C(O1)C=C3C=C(C(=C(C3=C2O)O)C)OC,100260
LMWDB000986,Asterriquinone,CC(C)(C=C)N1C=C(C2=CC=CC=C12)C1=C(O)C(=O)C(C2=CN(C3=CC=CC=C23)C(C)(C)C=C)=C(O)C1=O,100329
LMWDB000987,58265-74-0,CC1=CC(=CC(=C1C(=O)OC2=C(C(=C(C(=C2)CO)CO)O)CC=C(C)C)O)O,100450
LMWDB000988,TR-2,COC1=CC2=C(C=C1)C1=C(N2)[C@H](CC(C)(C)O)N2C(=O)[C@@H]3CCCN3C(=O)[C@]2(O)[C@H]1O,100721
LMWDB000989,3'-Uridylic acid,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)OP(=O)(O)O)O,101543
LMWDB000990,567-02-2,CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=O)CO)C)O,101771
LMWDB000991,Androstenol,CC12CCC3C(C1CC=C2)CCC4C3(CCC(C4)O)C,101989
LMWDB000992,21-Deoxycortisone,CC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O,102178
LMWDB000993,Glycylleucine,CC(C)C[C@H](NC(=O)CN)C(O)=O,102468
LMWDB000994,imipenem,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,104838
LMWDB000995,Bosentan,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,104865
LMWDB000996,O-methylsterigmatocystin,COC1=CC2=C(C3C=COC3O2)C2=C1C(=O)C1=C(OC)C=CC=C1O2,104940
LMWDB000997,"Fructose 2,6-biphosphate",C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O,105021
LMWDB000998,pregnenolone sulfate,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OS(=O)(=O)O)C)C,105074
LMWDB000999,L-Lactic acid,CC(C(=O)O)O,107689
LMWDB001000,7alpha-Hydroxycholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C,107722
LMWDB001001,inositol 1-phosphate,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O,107737
LMWDB001002,"inositol 1,3,4,5-tetrakisphosphate",C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)O,107758
LMWDB001003,PERINDOPRIL,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,107807
LMWDB001004,Fingolimod,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,107970
LMWDB001005,Quinaprilat,CC(C(=O)N1CC2=CC=CC=C2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O,107994
LMWDB001006,alpha-Methyl-DL-phenylalanine,CC(CC1=CC=CC=C1)(C(=O)O)N,108055
LMWDB001007,Disperse Blue 106,CCN(CCO)C1=CC(=C(C=C1)N=NC2=NC=C(S2)[N+](=O)[O-])C,108061
LMWDB001008,56354-06-4,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C(=O)O)O,108207
LMWDB001009,Tadalafil,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,110635
LMWDB001010,Territrem B,[H]C12CC(=O)[C@@]3(CO1)[C@@](O)(CC[C@@]1(C)OC4=C(C[C@]31O)C(=O)OC(=C4)C1=CC(OC)=C(OC)C(OC)=C1)C2(C)C,114734
LMWDB001011,Trichodiene,CC1=CC[C@](C)(CC1)[C@@]1(C)CCCC1=C,114857
LMWDB001012,Paspaline,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@]1(C)[C@@]1(C)CC[C@]3([H])O[C@@]([H])(CC[C@@]3(C)[C@]1([H])CC2)C(C)(C)O,115028
LMWDB001013,Enterodiol,C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO,115089
LMWDB001014,Nitisinone,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],115355
LMWDB001015,Clofarabine,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N,119182
LMWDB001016,"3,4-Dihydroxyphenylacetaldehyde",C1=CC(=C(C=C1CC=O)O)O,119219
LMWDB001017,Ginsenoside Rh2,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C,119307
LMWDB001018,Cyclo-(L-Pro-L-Tyr),[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=CC=C(O)C=C1)NC2=O,119404
LMWDB001019,"5,6-Dihydroxy-1H-indole-2-carboxylic acid",C1=C2C=C(NC2=CC(=C1O)O)C(=O)O,119405
LMWDB001020,pramipexole,CCCNC1CCC2=C(C1)SC(=N2)N,119570
LMWDB001021,N-Acetyl-tyramine,CC(=O)NCCC1=CC=C(O)C=C1,121051
LMWDB001022,Carglumic acid,C(CC(=O)O)C(C(=O)O)NC(=O)N,121396
LMWDB001023,"[[(2R,3S)-3-(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)-2,3-dihydroxypropoxy]-hydroxyphosphoryl] phosphono hydrogen phosphate",C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,121885
LMWDB001024,Retigabine,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,121892
LMWDB001025,protoporphyrinogen,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)CCC(=O)O)C)C=C)C)C=C)C,121893
LMWDB001026,"1D-myo-Inositol 3,4,5,6-tetrakisphosphate",C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,121920
LMWDB001027,24(S)-hydroxycholesterol,CC(C)C(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O,121948
LMWDB001028,"(2S)-2-[[4-[(2-amino-4-oxo-5,6,7,8-tetrahydro-1H-pteridin-6-yl)methyl-formylamino]benzoyl]amino]pentanedioic acid",C1C(NC2=C(N1)NC(=NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,122347
LMWDB001029,D-Erythrose 4-phosphate,C(C(C(C=O)O)O)OP(=O)(O)O,122357
LMWDB001030,Levalbuterol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,123600
LMWDB001031,Almotriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,123606
LMWDB001032,Tazobactam,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,123630
LMWDB001033,Gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,123631
LMWDB001034,N8-Acetylspermidine,CC(=O)NCCCCNCCCN,123689
LMWDB001035,CDP-ethanolamine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCCN)O)O,123727
LMWDB001036,7alpha-Hydroxy-4-cholesten-3-one,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C,123743
LMWDB001037,"N,N-dimethylarginine",CN(C)C(=NCCCC(C(=O)O)N)N,123831
LMWDB001038,cyclic ADP-ribose,C1C2C(C(C(O2)N3C=NC4=C3N=CN(C4=N)C5C(C(C(O5)COP(=O)(OP(=O)(O1)O)O)O)O)O)O,123847
LMWDB001039,gamma-glutamylcysteine,C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N,123938
LMWDB001040,27-hydroxycholesterol,CC(CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)CO,123976
LMWDB001041,Desloratadine,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,124087
LMWDB001042,11-Oxo-thc,CCCCCC1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)C=O)O,124158
LMWDB001043,glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,124886
LMWDB001044,"1D-myo-inositol 4,5-bisphosphate",C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O,125004
LMWDB001045,9-Keto-cannabinoid methyl ether,CCCCCC1=CC2=C(C3CC(=O)CCC3C(O2)(C)C)C(=C1)OC,126204
LMWDB001046,methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,126941
LMWDB001047,7-Hydroxyhexahydrocannabinol,CCCCCC1=CC(=C2C3CC(CCC3C(OC2=C1)(C)C)CO)O,127684
LMWDB001048,"Inositol 1,3-bisphosphate",C1(C(C(C(C(C1O)OP(=O)(O)O)O)OP(=O)(O)O)O)O,128419
LMWDB001049,D-Galactonic acid,C(C(C(C(C(C(=O)O)O)O)O)O)O,128869
LMWDB001050,"1-(2-amino-4-oxo-5,6,7,8-tetrahydro-1H-pteridin-6-yl)propane-1,2-dione",CC(=O)C(=O)C1CNC2=C(N1)C(=O)N=C(N2)N,128973
LMWDB001051,TAMSULOSIN,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,129211
LMWDB001052,"2-amino-6-(1,2-dihydroxypropyl)-4a-hydroxy-1,5,6,7-tetrahydropteridin-4-one",CC(C(C1CN=C2C(N1)(C(=O)N=C(N2)N)O)O)O,129803
LMWDB001053,SULBACTAM,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,130313
LMWDB001054,5'-phosphoribosyl-N-formylglycinamide,C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O,130805
LMWDB001055,Fosamprenavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N,131536
LMWDB001056,Safinamide,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,131682
LMWDB001057,Abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,132971
LMWDB001058,Ivabradine,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC,132999
LMWDB001059,"(6R)-2-amino-6-[(1R,2S)-1,2-dihydroxypropyl]-6,7-dihydro-1H-pteridin-4-one",CC(C(C1CN=C2C(=N1)C(=O)N=C(N2)N)O)O,133246
LMWDB001060,Febuxostat,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,134018
LMWDB001061,alpha-Ergocryptine,[H][C@@]12CCCN1C(=O)[C@]([H])(CC(C)C)N1C(=O)[C@@](O[C@@]21O)(N=C(O)[C@@]1([H])CN(C)[C@]2([H])CC3=CNC4=CC=CC(=C34)C2=C1)C(C)C,134551
LMWDB001062,D-xylose,C1C(C(C(C(O1)O)O)O)O,135191
LMWDB001063,"1,3-diphenylpropan-2-ol",C1=CC=C(C=C1)CC(CC2=CC=CC=C2)O,138478
LMWDB001064,dUDP,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)O)O,145729
LMWDB001065,L-proline,C1CC(NC1)C(=O)O,145742
LMWDB001066,Obafluorin,[H][C@]1(CC2=CC=C(C=C2)N(=O)=O)OC(=O)[C@@]1([H])N=C(O)C1=C(O)C(O)=CC=C1,146354
LMWDB001067,Escitalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,146570
LMWDB001068,Hesperetin dihydrochalcone,COC1=C(C=C(C=C1)CCC(=O)C2=C(C=C(C=C2O)O)O)O,147608
LMWDB001069,Anhydrofusarubin lactol,COC1=C(O)C2=C(C(O)=C1)C(=O)C1=C(C=C(C)OC1O)C2=O,148043
LMWDB001070,Atazanavir,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,148192
LMWDB001071,Diquafosol,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=CC(=O)NC4=O)O)O)O)O,148197
LMWDB001072,Nigerone,COC1=CC2=C(C(O)=C3C(=O)C=C(C)OC3=C2C2=C3OC(C)=CC(=O)C3=C(O)C3=C2C=C(OC)C=C3OC)C(OC)=C1,149547
LMWDB001073,Ezetimibe,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,150311
LMWDB001074,Ertapenem,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,150610
LMWDB001075,Imidazole-4-acetaldehyde,C1=C(NC=N1)CC=O,150841
LMWDB001076,dCDP,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O,150855
LMWDB001077,Nepafenac,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,151075
LMWDB001078,Conivaptan,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,151171
LMWDB001079,o-phosphohomoserine,C(COP(=O)(O)O)C(C(=O)O)N,151187
LMWDB001080,D-ribulose,C(C(C(C(=O)CO)O)O)O,151261
LMWDB001081,"3,4-Dihydroxymandelaldehyde",C1=CC(=C(C=C1C(C=O)O)O)O,151725
LMWDB001082,moxifloxacin,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,152946
LMWDB001083,Roseorubicin A,CCC1(O)CCC2=C(O)C3=C(C(O)=C2C1OC1CC(C(OC2CC(C(OC4CC(O)C(OC5CCC(OC6CCC(O)C(C)O6)C(C)O5)C(C)O4)C(C)O2)N(C)C)C(C)O1)N(C)C)C(=O)C1=CC=CC(O)=C1C3=O,153261
LMWDB001084,p-Cresol glucuronide,CC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O,154035
LMWDB001085,Solifenacin,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5,154059
LMWDB001086,Dexmethylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,154101
LMWDB001087,Bazedoxifene,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O,154257
LMWDB001088,69225-89-4,CCC(=O)CCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C(=O)O)(C)C)O,155260
LMWDB001089,Thielavin B,CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2C)C)C(=O)OC3=C(C(=C(C(=C3C)C)C(=O)O)OC)C)OC)C)O)C)O,155686
LMWDB001090,NAPROXEN,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,156391
LMWDB001091,Cinacalcet,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,156419
LMWDB001092,"1H-Naphtho(2,3-c)pyran-1-one, 3,4-dihydro-9,10-dihydroxy-7-methoxy-3-methylene-",COC1=CC(=C2C(=C1)C=C3CC(=C)OC(=O)C3=C2O)O,157661
LMWDB001093,Lubiprostone,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,157920
LMWDB001094,Methyl aminolevulinate,COC(=O)CCC(=O)CN,157922
LMWDB001095,Amicoumacin B,[H]C(N)(CC(O)=O)C([H])(O)[C@]([H])(O)C(O)=N[C@@]([H])(CC(C)C)C([H])(O)CC1=C(C(O)=O)C(O)=CC=C1,158248
LMWDB001096,Melleolide,[H][C@]1(C[C@]2(C)[C@@]3([H])CC(C)(C)C[C@@]3([H])C=C(C=O)[C@]12O)OC(=O)C1=C(O)C=C(O)C=C1C,158276
LMWDB001097,Olmesartan,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,158781
LMWDB001098,Telbivudine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,159269
LMWDB001099,"Adenosine 3',5'-diphosphate",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N,159296
LMWDB001100,succinate,C(CC(=O)[O-])C(=O)[O-],160419
LMWDB001101,Trihydroxycoprostane,CC(C)CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,160520
LMWDB001102,L-Saccharopine,C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N,160556
LMWDB001103,Fonsecin B,COC1=CC(OC)=C2C(O)=C3C(=O)CC(C)(O)OC3=CC2=C1,160596
LMWDB001104,Fonsecin B,CC1(CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC)O)O,160596
LMWDB001105,Orotidylic acid,C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O,160617
LMWDB001106,3-Mercaptolactic acid,C(C(C(=O)O)O)S,160645
LMWDB001107,beta-Ureidoisobutyric acid,CC(CNC(=O)N)C(=O)O,160663
LMWDB001108,SAICAR,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)NC(CC(=O)O)C(=O)O,160666
LMWDB001109,Glycineamide ribonucleotide,C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)(O)O,160913
LMWDB001110,L-kynurenine,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N,161166
LMWDB001111,"13,14-Dihydro-PGE1",CCCCCC(CCC1C(CC(=O)C1CCCCCCC(=O)O)O)O,161273
LMWDB001112,n-Hexyl-delta-8-tetrahydrocannabinol,CCCCCCC1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)C)O,161323
LMWDB001113,Agrimonolide,COC1=CC=C(C=C1)CCC2CC3=C(C(=CC(=C3)O)O)C(=O)O2,161362
LMWDB001114,Aminoimidazole ribotide,C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N,161500
LMWDB001115,n-Hexyl-delta-9-thc,CCCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,161906
LMWDB001116,11-Nor-delta(8)-tetrahydrocannabinol-9-carboxylic acid,CCCCCC1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)C(=O)O)O,162389
LMWDB001117,Scytalone,O[C@@H]1CC(=O)C2=C(C1)C=C(O)C=C2O,162567
LMWDB001118,Bepotastine,C1CN(CCC1OC(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O,164522
LMWDB001119,deoxy-TDP,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)O)O,164628
LMWDB001120,Isochenodeoxycholic acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,164673
LMWDB001121,3-amino-3-deoxy-D-glucose,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(N)[C@@]([H])(O)C=O,164683
LMWDB001122,5-Hydroxykynurenamine,C1=CC(=C(C=C1O)C(=O)CCN)N,164719
LMWDB001123,"2,3,4,5-tetrahydropyridine-2-carboxylic acid",C1CC=NC(C1)C(=O)O,165067
LMWDB001124,Cytidine diphosphate ribitol,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@@H](O)[C@@H](O)[C@@H](O)CO)[C@@H](O)[C@H]1O,165130
LMWDB001125,Carboxyaminoimidazole ribotide,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)O,165388
LMWDB001126,paromomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,165580
LMWDB001127,Faicar,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=O)C(=O)N,166760
LMWDB001128,L-Allylglycine,C=CCC(C(=O)O)N,167529
LMWDB001129,exo-Tetrahydrocannabinol,CCCCCC1=CC(=C2C3CC(=C)CCC3C(OC2=C1)(C)C)O,167577
LMWDB001130,Barbatic acid,CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2)C)C(=O)O)O)C)O)C)OC,167666
LMWDB001131,22(R)-Hydroxycholesterol,CC(C)CCC(C(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O,167685
LMWDB001132,Phyllostine,[H][C@@]12O[C@]1([H])C(=O)C(CO)=CC2=O,168678
LMWDB001133,"(2S)-2-amino-5-[(N,N'-dimethylcarbamimidoyl)amino]pentanoic acid",CNC(=NC)NCCCC(C(=O)O)N,169148
LMWDB001134,8-Hydroxy-delta(9)-tetrahydrocannabinol,CCCCCC1=CC(=C2C3C=C(C(CC3C(OC2=C1)(C)C)O)C)O,169652
LMWDB001135,7-Oxo-delta(1)-tetrahydrocannabinol,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C=O)O,171186
LMWDB001136,biotin,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,171548
LMWDB001137,"D-fructofuranose 1,6-bisphosphate",C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O,172313
LMWDB001138,Cannabiorcichromenic acid,CC1=CC2=C(C=CC(O2)(C)CCC=C(C)C)C(=C1C(=O)O)O,174011
LMWDB001139,S-Methyl-5-thio-D-ribulose 1-phosphate,CSCC(C(C(=O)COP(=O)(O)O)O)O,174549
LMWDB001140,Ropivacaine,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,175805
LMWDB001141,Erlotinib,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,176870
LMWDB001142,dihydrodaidzein,C1C(C(=O)C2=C(O1)C=C(C=C2)O)C3=CC=C(C=C3)O,176907
LMWDB001143,Heminigerone,CC1=CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC)O,176918
LMWDB001144,Sporogen-AO 1,[H][C@]12O[C@@]1(C(C)=C)C(=O)C=C1CC[C@@]([H])(O)[C@]([H])(C)[C@@]21C,177175
LMWDB001145,Isoaltenuene,CC12CC(C(C=C1C3=C(C(=CC(=C3)OC)O)C(=O)O2)O)O,180444
LMWDB001146,Lunularin,C1=CC(=CC(=C1)O)CCC2=CC=C(C=C2)O,181511
LMWDB001147,5'-O-methylmelledonal,[H][C@]1(C[C@]2(C)[C@@]3([H])[C@@]([H])(O)C(C)(C)C[C@@]3(O)C=C(C=O)[C@]12O)OC(=O)C1=C(O)C=C(OC)C=C1C,183472
LMWDB001148,11-Hydroxy-DELTA8-tetrahydrocannabinol,CCCCCC1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)CO)O,185651
LMWDB001149,Botrydial,[H][C@@]12[C@]([H])(C[C@@]([H])(C)[C@]([H])(C=O)[C@]1(O)[C@](C)(CC2(C)C)C=O)OC(C)=O,185781
LMWDB001150,Dihydroresveratrol,C1=CC(=CC=C1CCC2=CC(=CC(=C2)O)O)O,185914
LMWDB001151,"2,3-bisphospho-D-glycerate",C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O,186004
LMWDB001152,56154-57-5,CCCCCC1=CC(=C2C(=C1)OC(C(C2=O)CCC(=O)C)(C)C)O,186690
LMWDB001153,"2-amino-9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)CO)O,187790
LMWDB001154,Diadenosine diphosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(OC(C4O)N5C=NC6=C(N=CN=C65)N)CO)O)O)N,188326
LMWDB001155,Arnamiol,COC1=C(Cl)C(C)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C(O)C(CO)=C23)C(O)=C1,188661
LMWDB001156,Armillyl everninate,COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C(O)C(CO)=C23)C(C)=C1,188664
LMWDB001157,spaglumic acid,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,188803
LMWDB001158,S-Formylglutathione,C(CC(=O)NC(CSC=O)C(=O)NCC(=O)O)C(C(=O)O)N,189122
LMWDB001159,DEFLAZACORT,CC1=NC2(C(O1)CC3C2(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)C(=O)COC(=O)C,189821
LMWDB001160,ACTG-toxin A,CC(CCC=C(C)C)C1=CCC(C)(O)C1CC1=C(O)C(O)CCC1=O,190621
LMWDB001161,Benzomalvin A,[H][C@@]1(CC2=CC=CC=C2)N(C)C(=O)C2=CC=CC=C2N2C(=O)C3=CC=CC=C3N=C12,190863
LMWDB001162,Benzomalvin C,[H][C@]1(O[C@]11N(C)C(=O)C2=CC=CC=C2N2C(=O)C3=CC=CC=C3N=C12)C1=CC=CC=C1,190865
LMWDB001163,Cannabiripsol,CCCCCC1=CC(=C2C3C(CCC(C3O)(C)O)C(OC2=C1)(C)C)O,192007
LMWDB001164,Pyripyropene B,CCC(=O)OCC1(C)C(CCC2(C)C1CC(OC(C)=O)C1(C)OC3=C(C(O)C21)C(=O)OC(=C3)C1=CC=CN=C1)OC(C)=O,192539
LMWDB001165,(2S)-2-acetamido-5-oxopentanoic acid,CC(=O)NC(CCC=O)C(=O)O,192878
LMWDB001166,(2S)-2-amino-5-oxopentanoic acid,C(CC(C(=O)O)N)C=O,193305
LMWDB001167,gamma-Glutamyl phosphate,C(CC(=O)OP(=O)(O)O)C(C(=O)O)N,193475
LMWDB001168,4-Hydroxy-L-threonine,N[C@@H]([C@H](O)CO)C(O)=O,193577
LMWDB001169,Etravirine,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,193962
LMWDB001170,Semivioxanthin,CC1CC2=CC3=CC(=CC(=C3C(=C2C(=O)O1)O)O)OC,194344
LMWDB001171,Thermospermine,NCCCCNCCCNCCCN,194365
LMWDB001172,Thielavin A,CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2C)C)C(=O)OC3=C(C(=C(C(=C3C)C)C(=O)O)O)C)O)C)O)C)O,194424
